No.,자음그룹,한자,대표훈음,원획수,뜻풀이(원문),자원오행,원본페이지,비고
6788,은,恩,은혜 은,10,"사랑하다, 은혜, 인정, 베풀다. 혜택, 감사하게 여기다.",火,286,
6789,은,垼,앙금 은,10,"앙금, 돌다, 찌꺼기, 빙 두르다.",土,286,
6790,은,訔,언쟁할 은,10,"언쟁하다, 논쟁하다, 누그러지다. 시비하는 모양, 삼가는 모양.",金,286,
6791,"은,안",殷,성할 은/안,10,"부유하다, 성하다, 두텁다, 크다.. 깊다, 우뚝하다, 험준하다, 격렬하다",金,286,
6792,은,浪,물가 은,10,물가.,水,286,옥편 9획
6793,은,圁,물가이름 은,10,"물이름, 고을이름.",水,286,
6794,은,垽,앙금 은,10,"앙금, 침전물(액체 속에 가라앉은 찌꺼기). 물질이 가라앉아 밑바닥에 쌓인 성분이나 잔여물",土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6795,은,狺,으르렁거릴 은,11,"으르렁거리다, 개가 다투다. 개 짖는 소리",土,286,옥편 10획
6796,"은,간",珢,옥돌 은/간,11,"옥돌, 옥무늬. 옥무늬 간",金,286,옥편 10획
6797,"은,흔,희",訢,"화평할 은/흔,희",11,"화평하다, 기뻐하다, 찌다. 기뻐할 흔, 찔 희",金,286,
6798,은,泿,물가 은,11,"물가, 강가(강, 호수 따위의 가장자리). 연안의 얕은 지대나 습지(물과 맞닿은 낮은 땅)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6799,은,慁,괴로워할 은,14,"친절하다, 부유하게 하다, 은근하다. 괴로워하다, 몹시 애태우다.",火,286,
6800,은,銀,은 은,14,"은빛, 날카롭다, 예리한 날붙이. 화폐, 은.",金,286,
6801,은,潵,물소리 은,14,"물소리, 물이름",水,286,옥편 13획
6802,은,闇,온화할 은,15,"온화하다, 향기가 이야기하다.. 질다, 화기애애하다.",金,286,
6803,은,磤,우렛소리 은,15,우뢰소리. 우렛소리 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6804,은,㥯,삼갈 은,15,은. 삼갈 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6805,은,慇,괴로워할 은,15,괴로워하다(근심하거나 괴로워하는 상태). 정성스럽고 온화하다(공손하거나 정중한 태도),火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6806,은,溵,물 흐르는 소리 은,15,"물 흐르는 소리(시냇물, 물결 소리). 작은 물결이나 물살이 일어나는 소리",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6807,은,誾,온화할 은,15,온화하다(부드럽고 점잖다). 온순한 태도나 말씨로 대하다(상냥함),土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6808,은,𤨒,옥 은,15,은. 옥 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6809,은,蒿,풀빛푸른 은,16,"풀빛이 푸르다, 야채의 이름",木,286,옥편 14획
6810,은,葱,풀이름 은,16,풀 이름,木,286,옥편 14획
6811,"은,흔",憖,억지로 은/흔,16,"기뻐하다, 원하다, 한가하다, 억지로. 웃는 모양, 기뻐할 은, 웃는모양 흔.",火,286,
6812,"은,온",儢,기댈 은/온,16,"편안하다, 기대다, 남에게 의지하다. 안온하다, 안온할 온",火,286,
6813,은,隄,도지개 은,17,도지개(트집난 활을 바로잡는 틀) 바로잡다.,木,286,
6814,은,鄞,고을이름 은,17,고을 이름,土,286,옥편 14획
6815,은,嶾,산높을 은,17,산이 높다.,土,287,
6816,은,檃,도지개 은,17,"도지개(전통적인 도구 이름). 나무로 만든 긴 막대기, 건축, 제작에 쓰이는 목제 기구",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6817,은,檽,마룻대 은,18,마룻대. 도지개.,木,287,
6818,은,濦,강이름 은,18,강이름.,水,287,옥편 17획
6819,은,嚚,어리석을 은,18,"어리석다, 모질다, 간사하다. 말에 진실성이 없다, 벙어리.",水,287,
6820,은,檭,은행나무 은,18,은행나무. 은행나무 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6821,은,檼,마룻대 은,18,마룻대(집의 중앙 가로재). 건축 자재로서 지붕이나 구조를 이루는 목재 부재,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6822,"은,색",蒑,풀빛이 푸를 은,18,"풀빛이 푸르다(연녹색, 초록빛). 초록빛을 띠는 식물이나 잎의 색",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6823,은,蒽,어떤 풀의 이름 은,18,"어떤 풀의 이름(식물명). 약용, 식용으로 쓰이는 야생초나 나물",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6824,"은,인",齗,잇몸 은/인,19,"싸우다, 성내며 질투하다, 싸우다. 말다툼하는 모양, 싸울 인",金,287,
6825,은,𨶡,온화할 은,19,은. 온화할 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6826,은,䌥,꿰맬 은,20,은. 꿰맬 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6827,은,癮,두드러기 은,22,두드러기,水,287,
6828,은,隱,숨을 은,22,"쌓다, 점치다, 가엾어하다, 근심하다. 무게있다, 기대다, 음흉하다.",土,287,옥편 17획
6829,은,蘟,나물이름 은,23,나물 이름.,木,287,옥편 21획
6830,"은,인",𪙤,이 가지런할 은,27,은. 이 가지런할 인. 이 가지런할 은,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6831,을,乙,새 을,1,"굽다, 표하다, 새, 둘째, 생선창자.","木,火",287,
6832,을,圪,우뚝할 을,6,흙더미가 우뚝하다.,土,287,
6833,"을,알",鳦,제비 을/알,12,제비.,火,287,
6834,"음,금",吟,읊을 음/금,7,"노래하다, 탄식하다, 신음하다, 읊다. 끙끙앓다, 취주하다, 다물 금.",水,287,
6835,음,音,소리 음,9,"소식, 말, 음악, 소리. 글 읽는 소리.",金,287,
6836,음,崟,높을 음,11,"높다, 험준하다, 산봉우리. 산이 높고 가파른 모양.",土,287,
6837,"음,요,염",淫,"음란할 음/요,염",12,"미혹시키다, 어지럽다, 음란하다. 탐하다, 장마 음, 요수 요, 강이름 염",水,287,옥편 11획
6838,음,喑,벙어리 음,12,"벙어리, 입 다물다, 외치다. 목이 쉬도록 울다, 큰소리로 부르짖다",水,287,
6839,음,飮,마실 음,13,"호흡하다, 마시게 하다, 먹이다. 숨기다, 마시다.",水,287,
6840,음,愔,조용할 음,13,"화평하다, 조용하다. 깊숙하고 조용한 모양.",火,287,옥편 12획
6841,음,廕,덮을 음,14,"덮다, 보호하다, 감싸다, 그늘.",木,287,
6842,"음,암",陰,그늘 음/암,16,"세월, 그림자, 어둠, 저승, 음기. 응달, 흐르는 시간, 침묵할 암.",土,287,옥편 11획
6843,음,蔭,그늘 음,17,"덕택, 비호하다, 덮어 가리다. 그늘, 해그림자.",木,288,옥편 15획
6844,음,噾,크게 외칠 음,17,크게외칠. 크게 외칠 음,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6845,음,靇,장마 음,19,"장마, 장맛비, 눈물",水,288,
6846,음,馨,화할 음,20,"화하다, 따뜻하고 부드럽다.",金,288,
6847,음,韾,화날 음,20,"화나다(분노를 일으키다). 분노의 상태(성난 감정, 격앙된 기색)",土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6848,"읍,압",邑,고을 읍/압,7,"묶다, 영유하다, 영지, 우울한 모양. 마을, 아첨할 압",土,288,
6849,"읍,립,입,삽",泣,"울 읍/립,입,삽",9,"울다, 울리다, 근심하다, 걱정하다. 바람빠를 립(입), 원할하지않을 삽",水,288,옥편 8획
6850,읍,挹,뜰 읍,11,"뜨다, 당기다, 누르다, 겸양하다. 추중하다.",木,288,옥편 10획
6851,읍,悒,근심할 읍,11,"위태하다, 답답하다, 근심하다. 마음이 즐겁지 아니하다.",火,288,옥편 10획
6852,"읍,압",浥,젖을 읍/압,11,"젖다, 흐르다, 적시다. 성의 하나, 흐를 압",水,288,옥편 10획
6853,"읍,집,즙",揖,"모을 읍/집,즙",13,"모으다, 사양하다. 모을 집, 모을 즙",木,288,옥편 12획
6854,응,凝,엉길 응,16,"엉기다, 얼다, 차다, 굳다, 모으다. 그치다, 집중하다, 멈추다, 막다.",水,288,
6855,응,應,응할 응,17,"화답하다, 대답하다, 당하다. 응하다, 받다, 맞장구치다, 승낙하다.",火,288,
6856,응,膺,가까이할 응,19,"받다, 접수하다, 마음, 가까이 하다. 알다, 가슴.",水,288,옥편 17획
6857,응,𥌾,응시할 응,22,응. 응시할 응,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6858,응,鷹,매 응,24,송골매,火,288,
6859,의,衣,옷 의,6,"옷, 덮는 것, 이끼, 입다, 덮다. 행하다, 실천하다.",木,288,
6860,의,矣,어조사 의,7,"~었다, ~이다, ~뿐이다, ~여라.",金,288,
6861,"의,예",医,의원 의,7,醫. 의원 의. 동개 예,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6862,의,宜,마땅 의,8,"알맞다, 화목하다, 형편이 좋다. 아름답다, 사정이 좋다.",木,288,
6863,의,依,의지할 의,8,"의지하다, 돕다, 믿다, 비기다, 좇다. 도으이하다, 허락하다, 용서하다.",火,288,
6864,의,妏,여자이름 의,9,"여자의 자, 여자 이름.",土,288,
6865,의,㛄,여자의 자 의,9,의. 여자의 자 의,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6866,"의,기",倚,의지할 의/기,10,"의지하다, 기대다, 치우다, 기울다. 믿다, 인하다. 맞추다, 기이할 기",火,288,
6867,의,椅,의자 의,12,"의자. 걸상, 의나무.",木,288,
6868,"의,아,위",猗,"불깐개 의/아,위",12,"부드럽다, 연약하다, 의지하다, 묶다. 기대다, 길다 부드러울 아, 고분고분할 위",土,288,옥편 11획
6869,"의,기",欹,감탄사 의/기,12,"기울다, 비뚤어지다, 기대다. 의지하다, 기울 기",金,289,
6870,"의,애",澺,눈쌓일 의/애,12,눈서리 쌓이다. 눈서리 쌓일 애,水,289,
6871,"의,애",凒,눈서리 쌓일 의,12,눈서리 쌓일 의. 눈서리 쌓일 애,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6872,"의,억",意,뜻 의/억,13,"생각, 정치, 의심하다, 헤아리다, 뜻. 생각하다, 사사로운 마음, 기억할 억",火,289,
6873,의,義,옳을 의,13,"옳다, 의롭다, 바르다, 선량하다. 착하다, 순응하다, 맺다, 섞다.",土,289,
6874,"의,응",疑,의심할 의/응,14,"의심하다, 헛갈리다, 믿지 아니하다. 미혹되다, 두려워하다, 안정할 응",火,289,
6875,의,禕,아름다울 의,14,아름다울. 아름다울 의,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6876,의,儀,예절 의,15,"본보기, 예절, 선물, 헤아리다.",火,289,
6877,의,毅,굳셀 의,15,"강인하다, 용맹스럽다, 화내다. 잔혹하다, 굳세다, 성을 발끈 내다.",金,289,
6878,의,誼,옳을 의,15,"도리, 옳다, 의논하다, 정, 의. 정분,",金,289,
6879,의,漪,잔물결 의,15,"잔물결, 물결 일다.",水,289,옥편 14획
6880,"의,애",儗,견줄 의/애,16,"참람하다, 본뜨다, 견주다, 비교하다. 의심하다, 막히다, 어리석은 모양 애",火,289,
6881,의,劓,코벨 의,16,"코 베다, 베다, 자르다.",金,289,
6882,의,螘,개미 의,16,"검은 빛깔, 검다, 보잘것 없다. 미천함의 비유.",水,289,
6883,"의,억",嶷,산이름 의/억,17,"높다, 높고 험준하다, 영리하다. 높다, 숙성하다, 높을 억",土,289,
6884,의,擬,헤아릴 의,18,"비기다, 비교하다, 헤아리다, 견주다. 본뜨다, 흉내내다, 모방하다, 향하다.",木,289,옥편 17획
6885,의,醫,의원 의,18,"의사, 무당, 유모. 구하다. 치료하다,",火,289,
6886,의,礒,바위 의,18,"바위, 돌모양.",金,289,
6887,"의,차",艤,배댈 의/차,19,"배 대다, 정박하다, 거룻배. 배가 떠날 준비를 갖추다, 거룻배 차.",木,289,
6888,"의,억",薏,율무 의/억,19,"율무, 연밥. 율무 억",木,289,옥편 17획
6889,의,蟻,개미 의,19,개미(작고 사회적인 곤충). 비유적으로 작고 많은 무리(작은 존재를 가리키는 말),水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6890,"의,억",薿,우거질 의,19,우거질. 우거질 의. 우거질 억,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6891,의,議,의논할 의,20,"의논하다, 토의하다, 책잡다, 가리다. 분간하다, 의견, 주장, 의논.",金,289,
6892,의,䣡,땅 이름 의,20,의. 땅 이름 의,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6893,"의,애,열",饐,"쉴 의/애,열",21,"쉬다, 목메다. 쉴 애, 목멜 열",水,289,
6894,의,懿,아름다울 의,22,"아름답다, 훌륭하다, 기리다, 깊다. 칭송하다, 크다, 탄식하는 소리.",火,290,
6895,의,鸃,금계 의,24,봉황새. 금계 의,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6896,"이,리",二,두 이(리),2,"둘째, 병이 심하다, 두가지 마음. 둘로 하다.",木,290,
6897,"이,리",已,이미 이(리),3,"매우, 낫다, 말다, 그치다, 끝나다. 대단히, 반드시.","土,火",290,
6898,"이,리",以,써 이(리),5,"~써, ~를 가지고, ~를 근거로, ~대로. ~때문에, ~까닭에, ~로 인하여.",火,290,
6899,"이,리",尔,너 이(리),5,"너, 같이, 그러하다, 가깝다.",水,290,
6900,"이,리",夷,온화할 이(리),6,"상하다, 죽이다, 온화하다. 평평하다, 깎다.",木,290,
6901,"이,리",伊,저 이(리),6,"너, 그, 그이, 이러하여, 그래서.",火,290,
6902,"이,리,잉",耳,귀 이(리)/잉,6,"귀, 익다, 듣다, 싹나다. 팔대째 손자 잉",火,290,
6903,"이,리,시,치",弜,"늦출 이(리)/시,치",6,"쉬다, 느슨하다, 풀리다, 게으르다. 부서지다, 부수다, 베풀 시, 떨어질 치",金,290,
6904,"이,리,능",而,말이을 이(리)/능,6,"말을 잇다, 같다, 만약, 그대, 뿐. 능히 능",水,290,
6905,"이,시,치",弛,늦출 이,6,늦출 이. 베풀 시. 떨어질 치,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6906,"이,리",李,오얏 리(이),7,"오얏, 자두, 자두나무, 심부름꾼. 벼슬아치, 별이름, 성씨.",木,290,
6907,"이,리,치",柂,피나무 이(리)/치,7,"넓히다, 떨어지다, 뻗치다, 조개다. 쪼갤 치",木,290,
6908,"이,치,리,타",杝,피나무 이,7,피나무 이. 쪼갤 치. 바자울 리(이). 키 타,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6909,"이,리,역",易,쉬울 이(리)/역,8,"쉽다, 편안하다, 기쁘다, 평탄하다. 다스리다, 생략하다, 바꿀 역",火,290,
6910,"이,리,내",佴,따를 이(리)/내,8,"잇다, 뒤따르다, 머무르다, 두다. 부끄러워 하다. 성씨 내",火,290,
6911,"이,리,대,례",隶,"살필 이(리)/대,례",8,"살피다, 조사하다, 익히다, 붙다. 좇다, 미칠 대, 종 례(예)",水,290,
6912,이,怡,기뻐할 이,9,"기뻐하다, 즐겁다, 좋다",火,291,옥편 8획
6913,"이,리",姩,여자의자 이(리),9,여자의 자,土,291,
6914,"이,리",姨,이모 이(리),9,이모.,土,291,
6915,"이,리",妃,아름다울 이(리),9,"아름답다, 성장하다, 즐거워하다. 기뻐하다, 화락하다.",土,291,
6916,"이,리",咿,글읽을 이(리),9,"선웃음치다, 글 읽는 소리.",水,291,
6917,이,㛅,여자의 자 이,9,이. 여자의 자 이,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6918,"이,희",巸,아름다울 이,9,아름다울 이. 즐거워할 희,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6919,이,峓,산 이름 이,9,산이름. 산 이름 이,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6920,"이,리",栭,목이버섯 이(리),10,목이버섯..,木,291,
6921,"이,리",珆,옥돌 이(리),10,"옥돌, 옥무늬, 옥 무늬 태.",金,291,옥편 9획
6922,"이,리,타,탄",詑,으쓱거릴 이(리),10,"으쓱거리다, 속이다, 방종하다. 속일 타, 방종할 탄",金,291,
6923,"이,리,체",洟,콧물 이(리)/체,10,"콧물, 눈물. 콧물 체",水,291,옥편 9획
6924,이,栮,목이버섯 이,10,목이버섯(식용 균류). 식재료로 쓰이는 목이버섯을 가리키는 한자명(식용 균류의 일종),木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
6925,이,恞,기꺼울 이,10,기꺼울. 기꺼울 이,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6926,이,洢,저 이,10,물이름. 저 이,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6927,이,洱,강 이름 이,10,물이름. 강 이름 이,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
6928,"이,리",苢,질경이 이(리),11,"질경이, 율무",木,291,옥편 9획
